"homograph"	"wordid"	"sentence"	"start"	"end"
"expatriate"	"expatriate_nou"	"As an expatriate, she found it difficult to adjust to the local customs and language."	6	16
"expatriate"	"expatriate_nou"	"He was considered a successful expatriate, having risen to a high position in his company's international division."	31	41
"expatriate"	"expatriate_nou"	"It can be lonely being an expatriate away from your friends and family during holidays like Christmas or Thanksgiving."	26	36
"expatriate"	"expatriate_nou"	"The expatriate community in Tokyo is quite large and diverse."	4	14
"expatriate"	"expatriate_vrb"	"As political tensions rose, many wealthy business owners chose to expatriate themselves and their families to safer countries."	66	76
"expatriate"	"expatriate_vrb"	"In order to avoid paying taxes on his inheritance, John decided to expatriate himself to Switzerland where bank secrecy laws would protect his assets."	67	77
"expatriate"	"expatriate_vrb"	"The company will expatriate several employees to its new branch in Tokyo."	17	27
"expatriate"	"expatriate_vrb"	"With its relaxed lifestyle and low cost of living, Thailand has become a popular destination for Western retirees looking to expatriate."	125	135
"expatriate"	"expatriate_vrb"	"She decided to expatriate herself from her home country and start a new life abroad."	15	25
"exploit"	"exploit_nou"	"Cybercriminals used a previously unknown Windows exploit to spread malware across the globe."	49	56
"exploit"	"exploit_nou"	"The exploit was designed to execute malicious code remotely, allowing the attacker to control the system from afar."	4	11
"exploit"	"exploit_nou"	"The government agency issued a warning about a new exploit that was actively being used by cybercriminals."	51	58
"exploit"	"exploit_nou"	"Her latest film is an exploit that tells the story of a young woman struggling to find her place in society."	22	29
"exploit"	"exploit_nou"	"The startup's first major exploit was a mobile app that became an overnight sensation."	26	33
"exploit"	"exploit_vrb"	"Artistic works that exploit human suffering may be seen as distasteful or disrespectful."	20	27
"exploit"	"exploit_vrb"	"Criminals often exploit weaknesses in cybersecurity systems to steal sensitive information."	16	23
"exploit"	"exploit_vrb"	"Hackers attempted to exploit vulnerabilities in the software to gain unauthorized access."	21	28
"exploit"	"exploit_vrb"	"It is unethical to exploit children for financial gain or entertainment purposes."	19	26
"exploit"	"exploit_vrb"	"The startup found a unique way to exploit AI technology to streamline business processes."	34	41
"export"	"export_nou"	"Plastic goods are another major export item."	32	38
"export"	"export_nou"	"The corporation invested heavily in expanding its export operations last quarter."	50	56
"export"	"export_nou"	"The organization assists small businesses with export regulations and procedures."	47	53
"export"	"export_nou"	"The software was designed specifically for the export market."	47	53
"export"	"export_nou"	"The export of illegal drugs is a major problem in many countries."	4	10
"export"	"export_vrb"	"Companies that export goods must comply with strict regulations set by governments."	15	21
"export"	"export_vrb"	"We need to find new markets to export our products to increase sales."	31	37
"export"	"export_vrb"	"The new trade agreement will make it easier for us to export our services to neighboring countries."	54	60
"export"	"export_vrb"	"We need to export all user data and migrate it to the new database schema."	11	17
"export"	"export_vrb"	"The software can export data in various formats, including CSV and Excel."	17	23
"expose"	"expose_nou"	"The expose in today's newspaper uncovers a major scandal involving bribery and embezzlement."	4	10
"expose"	"expose_nou"	"The expose on the tech giant's data collection practices sparked outrage among consumers."	4	10
"expose"	"expose_nou"	"The journalist's undercover expose revealed shocking mistreatment of patients at the hospital."	28	34
"expose"	"expose_nou"	"The expose on sexual misconduct in Hollywood sparked a global conversation about consent."	4	10
"expose"	"expose_nou"	"They released a documentary expose on the harsh realities of life in poverty-stricken communities."	28	34
"expose"	"expose_vrb"	"After years of hiding it, she finally decided to expose her tattoo to the world."	49	55
"expose"	"expose_vrb"	"An anonymous tipster helped authorities expose a large-scale drug trafficking operation."	40	46
"expose"	"expose_vrb"	"He was caught trying to expose himself in public, and was arrested on the spot."	24	30
"expose"	"expose_vrb"	"I didn't mean to expose your secret – it just slipped out."	17	23
"expose"	"expose_vrb"	"The new app promises to help users expose hidden patterns in their data."	35	41
"extract"	"extract_nou"	"Coffee beans are often used to make coffee extract, which can be added to baked goods or drinks."	43	50
"extract"	"extract_nou"	"The recipe called for aniseed extract to give the cookies their distinctive flavor."	30	37
"extract"	"extract_nou"	"Orange blossom water, also known as orange flower extract, is commonly used in Middle Eastern cuisine."	50	57
"extract"	"extract_nou"	"I prefer cooking with garlic powder rather than garlic extract because it's less overpowering."	55	62
"extract"	"extract_nou"	"The recipe called for the use of almond extract instead of actual almonds."	40	47
"extract"	"extract_vrb"	"As an expert sommelier, she knows how to extract just the right amount of wine from each bottle without waste."	41	48
"extract"	"extract_vrb"	"She managed to extract herself from the awkward situation."	15	22
"extract"	"extract_vrb"	"In order to make homemade jam, we need to extract the juice from these berries first."	42	49
"extract"	"extract_vrb"	"The machine was designed to extract water from the air and purify it."	28	35
"extract"	"extract_vrb"	"To prepare this traditional medicine, one must first extract the active ingredients from specific plants."	53	60
"fragment"	"fragment_nou"	"A fragment of her soul seemed to have been left behind, trapped forever in that desolate place."	2	10
"fragment"	"fragment_nou"	"After the explosion, all that remained was a small fragment of the building's facade."	51	59
"fragment"	"fragment_nou"	"She found a curious fragment of paper on her desk, covered in strange symbols."	20	28
"fragment"	"fragment_nou"	"A fragment of memory lingered in his mind, haunting him since childhood."	2	10
"fragment"	"fragment_nou"	"The scientist studied the meteorite fragment to learn more about its origins."	36	44
"fragment"	"fragment_vrb"	"Her words were so powerful they seemed to fragment my very soul."	42	50
"fragment"	"fragment_vrb"	"The app uses AI algorithms to automatically fragment photos into individual faces."	44	52
"fragment"	"fragment_vrb"	"The machine can fragment rocks into smaller pebbles."	16	24
"fragment"	"fragment_vrb"	"These chemical reactions cause rocks to fragment over time."	40	48
"fragment"	"fragment_vrb"	"It is not advisable to fragment your investment portfolio too much."	23	31
"frequent"	"frequent_adj"	"After quitting smoking, he noticed that he no longer had frequent coughing fits."	57	65
"frequent"	"frequent_adj"	"Frequent use of chemical fertilizers polluted the soil in their garden."	0	8
"frequent"	"frequent_adj"	"Her frequent travels abroad allowed her to learn new languages and cultures."	4	12
"frequent"	"frequent_adj"	"Investors sought companies with frequent dividend payments for stable returns."	32	40
"frequent"	"frequent_adj"	"The restaurant offered a frequent diner discount for loyal customers."	25	33
"frequent"	"frequent_vrb"	"Despite the inevitable long line, we regularly frequent the popular ice cream truck."	47	55
"frequent"	"frequent_vrb"	"Her parents frequent the casino, hoping to win big."	12	20
"frequent"	"frequent_vrb"	"We frequent this restaurant because of its great food and atmosphere."	3	11
"frequent"	"frequent_vrb"	"They frequent the gym together to stay fit and healthy."	5	13
"frequent"	"frequent_vrb"	"To get better service, customers should frequent businesses that value loyalty programs."	40	48
"graduate"	"graduate_adj-nou"	"Becoming a high school graduate opens many doors for young people who may not know what they wish to do right away."	23	31
"graduate"	"graduate_adj-nou"	"It took me five years instead of four because I changed majors midway through, but now I am a proud graduate of Columbia University."	100	108
"graduate"	"graduate_adj-nou"	"Sarah has worked hard for three years straight; it’s time that we celebrate her becoming a culinary arts graduate!"	107	115
"graduate"	"graduate_adj-nou"	"The graduate students presented their research at the conference."	4	12
"graduate"	"graduate_adj-nou"	"In order to get a Masters, you must complete graduate work satisfying your program's requirements."	45	53
"graduate"	"graduate_vrb"	"Do you think there's any way that I could still graduate top of my class if I don’t get an A in math?"	48	56
"graduate"	"graduate_vrb"	"Her parents watched her graduate with pride."	24	32
"graduate"	"graduate_vrb"	"If you work hard, you can graduate at the top of your class."	26	34
"graduate"	"graduate_vrb"	"This is the first step toward my ultimate goal—to graduate law school and open up my own practice someday."	52	60
